Provinces Name,Provinces Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Palu, Kota",ID.ST.PA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,7.05,7.42,7.06,6.74,6.58,6.83,6.8
"Parigi Moutong, Kab.",ID.ST.PM,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Parigi Moutong, Kab.",ID.ST.PM,Total Population (in number of people),SP.POP.TOTL,449157,457707,465883,474339,482794,490915,499086
"Parigi Moutong, Kab.",ID.ST.PM,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Parigi Moutong, Kab.",ID.ST.PM,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Parigi Moutong, Kab.",ID.ST.PM,Poverty Rate (in % of population),SI.POV.NAPR.ZS,16.6,18.05,17.8,17.55,17.41,16.64,15.85
"Poso, Kab.",ID.ST.PO,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Poso, Kab.",ID.ST.PO,Total Population (in number of people),SP.POP.TOTL,230521,235567,240812,245993,251185,256393,261615
"Poso, Kab.",ID.ST.PO,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Poso, Kab.",ID.ST.PO,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Poso, Kab.",ID.ST.PO,Poverty Rate (in % of population),SI.POV.NAPR.ZS,17.09,18.16,17.71,17.16,16.71,15.65,15.45
"Sigi, Kab.",ID.ST.SG,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Sigi, Kab.",ID.ST.SG,Total Population (in number of people),SP.POP.TOTL,226876,229474,232174,234588,237011,239421,241567
"Sigi, Kab.",ID.ST.SG,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Sigi, Kab.",ID.ST.SG,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Sigi, Kab.",ID.ST.SG,Poverty Rate (in % of population),SI.POV.NAPR.ZS,11.63,12.75,12.76,12.66,12.6,12.91,12.45
"Tojo Una-Una, Kab.",ID.ST.TU,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Tojo Una-Una, Kab.",ID.ST.TU,Total Population (in number of people),SP.POP.TOTL,145817,147536,149214,150820,152476,153991,155614
"Tojo Una-Una, Kab.",ID.ST.TU,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Tojo Una-Una, Kab.",ID.ST.TU,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Tojo Una-Una, Kab.",ID.ST.TU,Poverty Rate (in % of population),SI.POV.NAPR.ZS,18.95,18.79,18.56,18.15,18.27,17.16,16.39
"Toli-Toli, Kab.",ID.ST.TT,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Toli-Toli, Kab.",ID.ST.TT,Total Population (in number of people),SP.POP.TOTL,223318,225875,228496,230996,233409,235800,238067
"Toli-Toli, Kab.",ID.ST.TT,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Toli-Toli, Kab.",ID.ST.TT,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Toli-Toli, Kab.",ID.ST.TT,Poverty Rate (in % of population),SI.POV.NAPR.ZS,13.14,13.64,13.47,13.3,13.66,13.09,12.85
"Bau-Bau, Kota",ID.SG.BA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Bau-Bau, Kota",ID.SG.BA,Total Population (in number of people),SP.POP.TOTL,151485,154877,158271,162780,167519,171802,176224
"Bau-Bau, Kota",ID.SG.BA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Bau-Bau, Kota",ID.SG.BA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Bau-Bau, Kota",ID.SG.BA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,9.25,9.24,8.81,8.39,7.57,7.27,7.15
"Bombana, Kab.",ID.SG.BO,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Bombana, Kab.",ID.SG.BO,Total Population (in number of people),SP.POP.TOTL,159718,164809,170020,175497,180035,184570,189269
"Bombana, Kab.",ID.SG.BO,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Bombana, Kab.",ID.SG.BO,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Bombana, Kab.",ID.SG.BO,Poverty Rate (in % of population),SI.POV.NAPR.ZS,13.2,12.55,13.06,12.36,11.05,10.56,10.01
"Buton Selatan, Kab.",ID.SG.BS,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Buton Selatan, Kab.",ID.SG.BS,Total Population (in number of people),SP.POP.TOTL,..,..,..,79125,80034,..,..
"Buton Selatan, Kab.",ID.SG.BS,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Buton Selatan, Kab.",ID.SG.BS,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Buton Selatan, Kab.",ID.SG.BS,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,..,13.74,15.99,14.82,14.66,14.11
"Buton Tengah, Kab.",ID.SG.BT,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Buton Tengah, Kab.",ID.SG.BT,Total Population (in number of people),SP.POP.TOTL,..,..,..,91132,92180,..,..
"Buton Tengah, Kab.",ID.SG.BT,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Buton Tengah, Kab.",ID.SG.BT,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Buton Tengah, Kab.",ID.SG.BT,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,..,13.69,18.35,14.88,15.77,15.32
"Buton Utara, Kab.",ID.SG.BN,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Buton Utara, Kab.",ID.SG.BN,Total Population (in number of people),SP.POP.TOTL,58918,59779,61124,62088,63070,64072,64993
"Buton Utara, Kab.",ID.SG.BN,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Buton Utara, Kab.",ID.SG.BN,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Buton Utara, Kab.",ID.SG.BN,Poverty Rate (in % of population),SI.POV.NAPR.ZS,16.35,15.86,15.78,15.58,14.93,14.38,14.1
"Buton, Kab.",ID.SG.BU,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Buton, Kab.",ID.SG.BU,Total Population (in number of people),SP.POP.TOTL,261802,264506,267729,270592,273762,276516,279828
"Buton, Kab.",ID.SG.BU,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Buton, Kab.",ID.SG.BU,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Buton, Kab.",ID.SG.BU,Poverty Rate (in % of population),SI.POV.NAPR.ZS,14.31,13.75,13.22,13.46,13.67,13.65,13.21
Kendari City,ID.SG.KC,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
Kendari City,ID.SG.KC,Total Population (in number of people),SP.POP.TOTL,335889,347496,359371,370728,381628,392830,404232
Kendari City,ID.SG.KC,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
Kendari City,ID.SG.KC,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
Kendari City,ID.SG.KC,Poverty Rate (in % of population),SI.POV.NAPR.ZS,5.56,5.59,5.51,5.01,4.69,4.44,4.34
"Kolaka Timur, Kab.",ID.SG.KT,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Kolaka Timur, Kab.",ID.SG.KT,Total Population (in number of people),SP.POP.TOTL,173623,178023,182012,185394,188796,192882,196624
"Kolaka Timur, Kab.",ID.SG.KT,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Kolaka Timur, Kab.",ID.SG.KT,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Kolaka Timur, Kab.",ID.SG.KT,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,15.57,15.71,15.64,13.82,13.71,13.47
"Kolaka Utara, Kab.",ID.SG.KU,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Kolaka Utara, Kab.",ID.SG.KU,Total Population (in number of people),SP.POP.TOTL,136883,140706,142614,144681,147863,150831,153669
"Kolaka Utara, Kab.",ID.SG.KU,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Kolaka Utara, Kab.",ID.SG.KU,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Kolaka Utara, Kab.",ID.SG.KU,Poverty Rate (in % of population),SI.POV.NAPR.ZS,16.1,16.53,17.11,16.24,14.3,13.19,12.96
"Kolaka, Kab.",ID.SG.KO,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Kolaka, Kab.",ID.SG.KO,Total Population (in number of people),SP.POP.TOTL,182121,186628,190765,194280,198891,202106,205014
"Kolaka, Kab.",ID.SG.KO,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Kolaka, Kab.",ID.SG.KO,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Kolaka, Kab.",ID.SG.KO,Poverty Rate (in % of population),SI.POV.NAPR.ZS,14.99,14.68,15.05,13.78,12.51,11.92,11.63
"Konawe Kepulauan, Kab.",ID.SG.KK,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Konawe Kepulauan, Kab.",ID.SG.KK,Total Population (in number of people),SP.POP.TOTL,31183,31688,32307,33212,33680,34219,34666
"Konawe Kepulauan, Kab.",ID.SG.KK,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Konawe Kepulauan, Kab.",ID.SG.KK,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Konawe Kepulauan, Kab.",ID.SG.KK,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,16.73,17.72,18.1,17.48,17.18,17.01
"Konawe Selatan, Kab.",ID.SG.KS,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Konawe Selatan, Kab.",ID.SG.KS,Total Population (in number of people),SP.POP.TOTL,289815,295326,299928,304214,309298,314785,319291
"Konawe Selatan, Kab.",ID.SG.KS,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Konawe Selatan, Kab.",ID.SG.KS,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Konawe Selatan, Kab.",ID.SG.KS,Poverty Rate (in % of population),SI.POV.NAPR.ZS,11.6,11.58,11.36,11.14,10.95,10.81,10.74
"Konawe Utara, Kab.",ID.SG.KA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Konawe Utara, Kab.",ID.SG.KA,Total Population (in number of people),SP.POP.TOTL,57077,58401,59673,60884,62403,63814,65183
"Konawe Utara, Kab.",ID.SG.KA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Konawe Utara, Kab.",ID.SG.KA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Konawe Utara, Kab.",ID.SG.KA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,10.15,9.97,9.75,13.93,14.22,13.66,13.53
"Konawe, Kab.",ID.SG.KN,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Konawe, Kab.",ID.SG.KN,Total Population (in number of people),SP.POP.TOTL,229801,233610,238067,244324,249010,254695,260411
"Konawe, Kab.",ID.SG.KN,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Konawe, Kab.",ID.SG.KN,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Konawe, Kab.",ID.SG.KN,Poverty Rate (in % of population),SI.POV.NAPR.ZS,15.47,16.09,16.09,15.65,13.48,12.34,12.2
"Muna Barat, Kab.",ID.SG.MB,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Muna Barat, Kab.",ID.SG.MB,Total Population (in number of people),SP.POP.TOTL,..,..,..,79354,80380,..,..
"Muna Barat, Kab.",ID.SG.MB,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Muna Barat, Kab.",ID.SG.MB,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Muna Barat, Kab.",ID.SG.MB,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,..,15.77,16.24,14.17,13.84,13.3
"Muna, Kab.",ID.SG.MU,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Muna, Kab.",ID.SG.MU,Total Population (in number of people),SP.POP.TOTL,284977,288706,293918,298329,301962,305723,310074
"Muna, Kab.",ID.SG.MU,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Muna, Kab.",ID.SG.MU,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Muna, Kab.",ID.SG.MU,Poverty Rate (in % of population),SI.POV.NAPR.ZS,14.46,15.45,15.22,14.85,13.19,12.85,12.83
"Wakatobi, Kab.",ID.SG.WA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Wakatobi, Kab.",ID.SG.WA,Total Population (in number of people),SP.POP.TOTL,94789,94985,95209,95386,95737,95892,96111
"Wakatobi, Kab.",ID.SG.WA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Wakatobi, Kab.",ID.SG.WA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Wakatobi, Kab.",ID.SG.WA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,16.27,16.88,16.46,16.19,14.85,14.75,14.31
"Bitung, Kota",ID.SW.BI,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Bitung, Kota",ID.SW.BI,Total Population (in number of people),SP.POP.TOTL,202204,205675,208995,212409,215711,219004,222222
"Bitung, Kota",ID.SW.BI,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Bitung, Kota",ID.SW.BI,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Bitung, Kota",ID.SW.BI,Poverty Rate (in % of population),SI.POV.NAPR.ZS,6.34,6.87,6.57,6.62,6.67,6.49,6.41
"Bolaang Mongondow Selatan, Kab.",ID.SW.BS,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Bolaang Mongondow Selatan, Kab.",ID.SW.BS,Total Population (in number of people),SP.POP.TOTL,61177,62222,63207,64171,65127,66071,67005
"Bolaang Mongondow Selatan, Kab.",ID.SW.BS,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Bolaang Mongondow Selatan, Kab.",ID.SW.BS,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Bolaang Mongondow Selatan, Kab.",ID.SW.BS,Poverty Rate (in % of population),SI.POV.NAPR.ZS,15,15.17,14.85,14.16,13.6,13.27,12.77
"Bolaang Mongondow Timur, Kab.",ID.SW.BT,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Bolaang Mongondow Timur, Kab.",ID.SW.BT,Total Population (in number of people),SP.POP.TOTL,67824,68692,69716,70610,71477,72408,73317
"Bolaang Mongondow Timur, Kab.",ID.SW.BT,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Bolaang Mongondow Timur, Kab.",ID.SW.BT,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Bolaang Mongondow Timur, Kab.",ID.SW.BT,Poverty Rate (in % of population),SI.POV.NAPR.ZS,6.61,6.9,6.77,6.2,6.03,6.1,5.88
"Bolaang Mongondow Utara, Kab.",ID.SW.BU,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Bolaang Mongondow Utara, Kab.",ID.SW.BU,Total Population (in number of people),SP.POP.TOTL,75290,76331,77383,78437,79366,80313,81329
"Bolaang Mongondow Utara, Kab.",ID.SW.BU,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Bolaang Mongondow Utara, Kab.",ID.SW.BU,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Bolaang Mongondow Utara, Kab.",ID.SW.BU,Poverty Rate (in % of population),SI.POV.NAPR.ZS,9.27,9.72,9.38,8.89,8.64,8.45,8.41
"Bolaang Mongondow, Kab.",ID.SW.BM,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Bolaang Mongondow, Kab.",ID.SW.BM,Total Population (in number of people),SP.POP.TOTL,229604,233189,236893,240505,244185,247811,251201
"Bolaang Mongondow, Kab.",ID.SW.BM,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Bolaang Mongondow, Kab.",ID.SW.BM,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Bolaang Mongondow, Kab.",ID.SW.BM,Poverty Rate (in % of population),SI.POV.NAPR.ZS,8.59,8.63,8.34,8.02,7.67,7.47,7.27
"Kep. Siau Tagulandang Biaro, Kab.",ID.SW.ST,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Kep. Siau Tagulandang Biaro, Kab.",ID.SW.ST,Total Population (in number of people),SP.POP.TOTL,65284,65582,65827,65976,66225,66403,66490
"Kep. Siau Tagulandang Biaro, Kab.",ID.SW.ST,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Kep. Siau Tagulandang Biaro, Kab.",ID.SW.ST,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Kep. Siau Tagulandang Biaro, Kab.",ID.SW.ST,Poverty Rate (in % of population),SI.POV.NAPR.ZS,11.03,10.93,10.58,10.33,9.87,9.56,8.94
"Kepulauan Sangihe, Kab.",ID.SW.KS,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Kepulauan Sangihe, Kab.",ID.SW.KS,Total Population (in number of people),SP.POP.TOTL,129103,129584,130024,130493,130833,131163,131389
"Kepulauan Sangihe, Kab.",ID.SW.KS,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Kepulauan Sangihe, Kab.",ID.SW.KS,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Kepulauan Sangihe, Kab.",ID.SW.KS,Poverty Rate (in % of population),SI.POV.NAPR.ZS,11.84,12.27,12.28,11.8,11.82,11.15,11.14
"Kepulauan Talaud, Kab.",ID.SW.KT,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Kepulauan Talaud, Kab.",ID.SW.KT,Total Population (in number of people),SP.POP.TOTL,87922,88803,89836,90678,91599,92475,93320
"Kepulauan Talaud, Kab.",ID.SW.KT,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Kepulauan Talaud, Kab.",ID.SW.KT,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Kepulauan Talaud, Kab.",ID.SW.KT,Poverty Rate (in % of population),SI.POV.NAPR.ZS,9.92,10.09,10.29,9.77,9.5,9.86,9.49
"Kotamobagu, Kota",ID.SW.KO,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Kotamobagu, Kota",ID.SW.KO,Total Population (in number of people),SP.POP.TOTL,117019,119427,121699,123872,126198,128387,130678
"Kotamobagu, Kota",ID.SW.KO,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Kotamobagu, Kota",ID.SW.KO,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Kotamobagu, Kota",ID.SW.KO,Poverty Rate (in % of population),SI.POV.NAPR.ZS,5.75,5.85,6.01,5.9,5.96,5.71,5.42
"Manado, Kota",ID.SW.MA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Manado, Kota",ID.SW.MA,Total Population (in number of people),SP.POP.TOTL,423257,425634,427906,430133,431880,433635,435334
"Manado, Kota",ID.SW.MA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Manado, Kota",ID.SW.MA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Manado, Kota",ID.SW.MA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,4.81,5.63,5.24,5.46,5.38,5.51,5.86
"Minahasa Selatan, Kab.",ID.SW.MS,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Minahasa Selatan, Kab.",ID.SW.MS,Total Population (in number of people),SP.POP.TOTL,203317,204983,206603,208013,209501,210695,212086
"Minahasa Selatan, Kab.",ID.SW.MS,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Minahasa Selatan, Kab.",ID.SW.MS,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Minahasa Selatan, Kab.",ID.SW.MS,Poverty Rate (in % of population),SI.POV.NAPR.ZS,9.85,10.22,9.92,9.78,9.34,9.26,9.14
"Minahasa Tenggara, Kab.",ID.SW.MT,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Minahasa Tenggara, Kab.",ID.SW.MT,Total Population (in number of people),SP.POP.TOTL,103818,104536,105163,105714,106303,106899,107179
"Minahasa Tenggara, Kab.",ID.SW.MT,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Minahasa Tenggara, Kab.",ID.SW.MT,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Minahasa Tenggara, Kab.",ID.SW.MT,Poverty Rate (in % of population),SI.POV.NAPR.ZS,15.76,15.88,14.71,14.08,13.29,12.78,12.3
"Minahasa Utara, Kab.",ID.SW.MU,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Minahasa Utara, Kab.",ID.SW.MU,Total Population (in number of people),SP.POP.TOTL,196419,198084,199498,200985,202317,203624,204789
"Minahasa Utara, Kab.",ID.SW.MU,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Minahasa Utara, Kab.",ID.SW.MU,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Minahasa Utara, Kab.",ID.SW.MU,Poverty Rate (in % of population),SI.POV.NAPR.ZS,7.75,8.12,7.9,7.46,6.99,6.93,7
"Minahasa, Kab.",ID.SW.MI,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Minahasa, Kab.",ID.SW.MI,Total Population (in number of people),SP.POP.TOTL,325680,329003,332190,335321,338364,341176,343966
"Minahasa, Kab.",ID.SW.MI,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Minahasa, Kab.",ID.SW.MI,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Minahasa, Kab.",ID.SW.MI,Poverty Rate (in % of population),SI.POV.NAPR.ZS,8.53,8.8,8.36,7.9,7.3,7.18,7.3
"Tomohon, Kota",ID.SW.TO,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Tomohon, Kota",ID.SW.TO,Total Population (in number of people),SP.POP.TOTL,98686,100373,101981,103711,105306,106917,108489
"Tomohon, Kota",ID.SW.TO,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Tomohon, Kota",ID.SW.TO,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Tomohon, Kota",ID.SW.TO,Poverty Rate (in % of population),SI.POV.NAPR.ZS,6.32,6.78,6.56,6.47,5.95,5.62,5.6
"Agam, Kab.",ID.SB.AG,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
