Provinces Name,Provinces Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Trenggalek, Kab.",ID.JI.TR,Total Population (in number of people),SP.POP.TOTL,686781,689200,691295,693104,694902,696295,697600
"Trenggalek, Kab.",ID.JI.TR,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Trenggalek, Kab.",ID.JI.TR,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Trenggalek, Kab.",ID.JI.TR,Poverty Rate (in % of population),SI.POV.NAPR.ZS,13.1,13.39,13.24,12.96,12.02,10.98,11.62
"Tuban, Kab.",ID.JI.TB,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Tuban, Kab.",ID.JI.TB,Total Population (in number of people),SP.POP.TOTL,1147097,1152915,1158374,1163614,1168277,1172790,1177016
"Tuban, Kab.",ID.JI.TB,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Tuban, Kab.",ID.JI.TB,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Tuban, Kab.",ID.JI.TB,Poverty Rate (in % of population),SI.POV.NAPR.ZS,16.64,17.08,17.14,16.87,15.31,14.58,15.91
"Tulungagung, Kab.",ID.JI.TG,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Tulungagung, Kab.",ID.JI.TG,Total Population (in number of people),SP.POP.TOTL,1015974,1021190,1026101,1030790,1035290,1039284,1043182
"Tulungagung, Kab.",ID.JI.TG,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Tulungagung, Kab.",ID.JI.TG,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Tulungagung, Kab.",ID.JI.TG,Poverty Rate (in % of population),SI.POV.NAPR.ZS,8.75,8.57,8.23,8.04,7.27,6.74,7.33
"Bengkayang, Kab.",ID.KB.BE,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Bengkayang, Kab.",ID.KB.BE,Total Population (in number of people),SP.POP.TOTL,232873,238610,242788,247084,251320,255261,259383
"Bengkayang, Kab.",ID.KB.BE,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Bengkayang, Kab.",ID.KB.BE,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Bengkayang, Kab.",ID.KB.BE,Poverty Rate (in % of population),SI.POV.NAPR.ZS,7.2,6.94,7.46,7.51,7.17,6.96,6.62
"Kapuas Hulu, Kab.",ID.KB.KH,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Kapuas Hulu, Kab.",ID.KB.KH,Total Population (in number of people),SP.POP.TOTL,240410,245998,250400,254712,258984,263207,267317
"Kapuas Hulu, Kab.",ID.KB.KH,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Kapuas Hulu, Kab.",ID.KB.KH,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Kapuas Hulu, Kab.",ID.KB.KH,Poverty Rate (in % of population),SI.POV.NAPR.ZS,10.03,9.66,9.82,9.45,9.6,9.62,8.99
"Kayong Utara, Kab.",ID.KB.KU,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Kayong Utara, Kab.",ID.KB.KU,Total Population (in number of people),SP.POP.TOTL,103282,105477,107268,109101,110899,112715,114379
"Kayong Utara, Kab.",ID.KB.KU,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Kayong Utara, Kab.",ID.KB.KU,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Kayong Utara, Kab.",ID.KB.KU,Poverty Rate (in % of population),SI.POV.NAPR.ZS,9.55,9.84,10.19,9.89,10.08,9.98,9.56
"Ketapang, Kab.",ID.KB.KE,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Ketapang, Kab.",ID.KB.KE,Total Population (in number of people),SP.POP.TOTL,464227,475985,485118,495087,504008,512783,521412
"Ketapang, Kab.",ID.KB.KE,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Ketapang, Kab.",ID.KB.KE,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Ketapang, Kab.",ID.KB.KE,Poverty Rate (in % of population),SI.POV.NAPR.ZS,11.6,11.72,10.99,11.02,10.93,10.54,10.29
"Kubu Raya, Kab.",ID.KB.KR,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Kubu Raya, Kab.",ID.KB.KR,Total Population (in number of people),SP.POP.TOTL,538815,545409,554811,562917,570914,579331,587610
"Kubu Raya, Kab.",ID.KB.KR,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Kubu Raya, Kab.",ID.KB.KR,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Kubu Raya, Kab.",ID.KB.KR,Poverty Rate (in % of population),SI.POV.NAPR.ZS,5.45,5.22,5.04,5.26,5.07,4.74,4.42
"Landak, Kab.",ID.KB.LA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Landak, Kab.",ID.KB.LA,Total Population (in number of people),SP.POP.TOTL,352897,357608,362734,367790,372609,377305,381925
"Landak, Kab.",ID.KB.LA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Landak, Kab.",ID.KB.LA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Landak, Kab.",ID.KB.LA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,13.71,13.51,12.32,12.23,11.77,11.47,11.12
"Melawi, Kab.",ID.KB.ME,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Melawi, Kab.",ID.KB.ME,Total Population (in number of people),SP.POP.TOTL,192301,195999,199119,202306,205298,208417,211194
"Melawi, Kab.",ID.KB.ME,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Melawi, Kab.",ID.KB.ME,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Melawi, Kab.",ID.KB.ME,Poverty Rate (in % of population),SI.POV.NAPR.ZS,12.4,12.57,12.63,12.54,12.83,12.38,12.04
"Pontianak, Kab.",ID.KB.PR,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Pontianak, Kab.",ID.KB.PR,Total Population (in number of people),SP.POP.TOTL,249521,251775,255132,258216,261299,264225,267119
"Pontianak, Kab.",ID.KB.PR,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Pontianak, Kab.",ID.KB.PR,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Pontianak, Kab.",ID.KB.PR,Poverty Rate (in % of population),SI.POV.NAPR.ZS,6,5.52,5.75,5.94,5.61,5.32,4.95
"Pontianak, Kota",ID.KB.PN,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Pontianak, Kota",ID.KB.PN,Total Population (in number of people),SP.POP.TOTL,598097,607618,617459,627021,637723,646661,655865
"Pontianak, Kota",ID.KB.PN,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Pontianak, Kota",ID.KB.PN,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Pontianak, Kota",ID.KB.PN,Poverty Rate (in % of population),SI.POV.NAPR.ZS,5.15,5.22,5.55,5.31,5,4.88,4.7
"Sambas, Kab.",ID.KB.SM,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Sambas, Kab.",ID.KB.SM,Total Population (in number of people),SP.POP.TOTL,519887,523115,526367,529684,532609,535725,538405
"Sambas, Kab.",ID.KB.SM,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Sambas, Kab.",ID.KB.SM,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Sambas, Kab.",ID.KB.SM,Poverty Rate (in % of population),SI.POV.NAPR.ZS,9.46,9.42,8.54,8.59,8.55,8.19,7.7
"Sanggau, Kab.",ID.KB.SN,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Sanggau, Kab.",ID.KB.SN,Total Population (in number of people),SP.POP.TOTL,438994,444596,451211,457701,463995,470224,476174
"Sanggau, Kab.",ID.KB.SN,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Sanggau, Kab.",ID.KB.SN,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Sanggau, Kab.",ID.KB.SN,Poverty Rate (in % of population),SI.POV.NAPR.ZS,4.47,4.57,4.51,4.52,4.67,4.57,4.46
"Sekadau, Kab.",ID.KB.SE,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Sekadau, Kab.",ID.KB.SE,Total Population (in number of people),SP.POP.TOTL,191797,193391,195611,197683,199576,201578,203515
"Sekadau, Kab.",ID.KB.SE,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Sekadau, Kab.",ID.KB.SE,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Sekadau, Kab.",ID.KB.SE,Poverty Rate (in % of population),SI.POV.NAPR.ZS,6.31,6.5,6.14,6.46,6.17,6.11,5.87
"Singkawang, Kota",ID.KB.SK,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Singkawang, Kota",ID.KB.SK,Total Population (in number of people),SP.POP.TOTL,202196,207601,211508,215296,219061,222910,226475
"Singkawang, Kota",ID.KB.SK,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Singkawang, Kota",ID.KB.SK,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Singkawang, Kota",ID.KB.SK,Poverty Rate (in % of population),SI.POV.NAPR.ZS,5.88,5.76,5.33,5.42,5.12,4.91,4.53
"Sintang, Kab.",ID.KB.SI,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Sintang, Kab.",ID.KB.SI,Total Population (in number of people),SP.POP.TOTL,390796,396392,402212,407901,413369,418785,423987
"Sintang, Kab.",ID.KB.SI,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Sintang, Kab.",ID.KB.SI,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Sintang, Kab.",ID.KB.SI,Poverty Rate (in % of population),SI.POV.NAPR.ZS,9.11,9.33,10.07,10.2,10.35,9.65,9.27
"Balangan, Kab.",ID.KS.BA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Balangan, Kab.",ID.KS.BA,Total Population (in number of people),SP.POP.TOTL,121318,123449,125534,127503,129505,131428,133274
"Balangan, Kab.",ID.KS.BA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Balangan, Kab.",ID.KS.BA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Balangan, Kab.",ID.KS.BA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,6.29,5.87,5.67,5.68,5.59,5.55,5.32
"Banjar Baru, Kota",ID.KS.BB,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Banjar Baru, Kota",ID.KS.BB,Total Population (in number of people),SP.POP.TOTL,227500,234371,241369,248423,255597,262719,270021
"Banjar Baru, Kota",ID.KS.BB,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Banjar Baru, Kota",ID.KS.BB,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Banjar Baru, Kota",ID.KS.BB,Poverty Rate (in % of population),SI.POV.NAPR.ZS,4.35,4.9,4.62,4.68,4.19,4.3,4.01
"Banjar, Kab.",ID.JR.BA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Banjar, Kab.",ID.JR.BA,Total Population (in number of people),SP.POP.TOTL,545397,554443,563062,571573,580026,588066,596001
"Banjar, Kab.",ID.JR.BA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Banjar, Kab.",ID.JR.BA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Banjar, Kab.",ID.JR.BA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,2.87,3.26,3.1,2.96,2.7,2.72,2.55
"Banjarmasin, Kota",ID.KS.BM,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Banjarmasin, Kota",ID.KS.BM,Total Population (in number of people),SP.POP.TOTL,666223,675440,684183,692793,700869,708606,715703
"Banjarmasin, Kota",ID.KS.BM,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Banjarmasin, Kota",ID.KS.BM,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Banjarmasin, Kota",ID.KS.BM,Poverty Rate (in % of population),SI.POV.NAPR.ZS,4.27,4.44,4.22,4.19,4.18,4.2,4.39
"Barito Kuala, Kab.",ID.KS.BK,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Barito Kuala, Kab.",ID.KS.BK,Total Population (in number of people),SP.POP.TOTL,294109,298282,302304,306195,310016,313595,317181
"Barito Kuala, Kab.",ID.KS.BK,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Barito Kuala, Kab.",ID.KS.BK,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Barito Kuala, Kab.",ID.KS.BK,Poverty Rate (in % of population),SI.POV.NAPR.ZS,5.19,5.37,5.22,5.13,4.56,4.63,4.51
"Hulu Sungai Selatan, Kab.",ID.KS.HS,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Hulu Sungai Selatan, Kab.",ID.KS.HS,Total Population (in number of people),SP.POP.TOTL,224474,227153,229889,232587,235217,237702,240279
"Hulu Sungai Selatan, Kab.",ID.KS.HS,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Hulu Sungai Selatan, Kab.",ID.KS.HS,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Hulu Sungai Selatan, Kab.",ID.KS.HS,Poverty Rate (in % of population),SI.POV.NAPR.ZS,6.77,6.45,6.29,5.8,5.21,5.33,5.17
"Hulu Sungai Tengah, Kab.",ID.KS.HT,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Hulu Sungai Tengah, Kab.",ID.KS.HT,Total Population (in number of people),SP.POP.TOTL,257107,260292,263376,266501,269384,272419,275213
"Hulu Sungai Tengah, Kab.",ID.KS.HT,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Hulu Sungai Tengah, Kab.",ID.KS.HT,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Hulu Sungai Tengah, Kab.",ID.KS.HT,Poverty Rate (in % of population),SI.POV.NAPR.ZS,5.65,5.81,6.18,6.09,6.01,5.93,5.64
"Hulu Sungai Utara, Kab.",ID.KS.HU,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Hulu Sungai Utara, Kab.",ID.KS.HU,Total Population (in number of people),SP.POP.TOTL,222314,225386,228528,231594,234604,237573,240494
"Hulu Sungai Utara, Kab.",ID.KS.HU,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Hulu Sungai Utara, Kab.",ID.KS.HU,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Hulu Sungai Utara, Kab.",ID.KS.HU,Poverty Rate (in % of population),SI.POV.NAPR.ZS,7,7.07,6.76,6.65,6.38,6.5,6.14
"Kota Baru, Kab.",ID.KS.KB,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Kota Baru, Kab.",ID.KS.KB,Total Population (in number of people),SP.POP.TOTL,314492,320208,325827,331326,336719,342217,347399
"Kota Baru, Kab.",ID.KS.KB,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Kota Baru, Kab.",ID.KS.KB,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Kota Baru, Kab.",ID.KS.KB,Poverty Rate (in % of population),SI.POV.NAPR.ZS,4.76,4.62,4.56,4.38,4.52,4.49,4.22
"Tabalong, Kab.",ID.KS.TB,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Tabalong, Kab.",ID.KS.TB,Total Population (in number of people),SP.POP.TOTL,235777,239593,243477,247106,250809,254322,257794
"Tabalong, Kab.",ID.KS.TB,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Tabalong, Kab.",ID.KS.TB,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Tabalong, Kab.",ID.KS.TB,Poverty Rate (in % of population),SI.POV.NAPR.ZS,6.21,6.59,6.35,6.09,5.95,6.01,5.72
"Tanah Bumbu, Kab.",ID.KS.TN,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Tanah Bumbu, Kab.",ID.KS.TN,Total Population (in number of people),SP.POP.TOTL,315815,325115,334314,343193,351673,360187,368362
"Tanah Bumbu, Kab.",ID.KS.TN,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Tanah Bumbu, Kab.",ID.KS.TN,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Tanah Bumbu, Kab.",ID.KS.TN,Poverty Rate (in % of population),SI.POV.NAPR.ZS,5.21,5.55,5.27,4.99,4.88,4.85,4.6
"Tanah Laut, Kab.",ID.KS.TL,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Tanah Laut, Kab.",ID.KS.TL,Total Population (in number of people),SP.POP.TOTL,319098,324283,329286,334328,339195,343890,348623
"Tanah Laut, Kab.",ID.KS.TL,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Tanah Laut, Kab.",ID.KS.TL,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Tanah Laut, Kab.",ID.KS.TL,Poverty Rate (in % of population),SI.POV.NAPR.ZS,4.38,4.58,4.65,4.6,4.4,4.51,4.26
"Tapin, Kab.",ID.KS.TP,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Tapin, Kab.",ID.KS.TP,Total Population (in number of people),SP.POP.TOTL,179166,181778,184330,186672,189081,191372,193635
"Tapin, Kab.",ID.KS.TP,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Tapin, Kab.",ID.KS.TP,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Tapin, Kab.",ID.KS.TP,Poverty Rate (in % of population),SI.POV.NAPR.ZS,3.63,3.88,3.7,3.77,3.7,3.41,3.06
"Barito Selatan, Kab.",ID.KT.BS,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Barito Selatan, Kab.",ID.KT.BS,Total Population (in number of people),SP.POP.TOTL,130609,131987,133304,134543,135736,136796,137865
"Barito Selatan, Kab.",ID.KT.BS,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Barito Selatan, Kab.",ID.KT.BS,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Barito Selatan, Kab.",ID.KT.BS,Poverty Rate (in % of population),SI.POV.NAPR.ZS,6.13,5.07,4.58,4.44,4.55,4.39,4.45
"Barito Timur, Kab.",ID.KT.BT,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Barito Timur, Kab.",ID.KT.BT,Total Population (in number of people),SP.POP.TOTL,110446,113696,116946,120254,123557,126874,130193
"Barito Timur, Kab.",ID.KT.BT,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Barito Timur, Kab.",ID.KT.BT,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Barito Timur, Kab.",ID.KT.BT,Poverty Rate (in % of population),SI.POV.NAPR.ZS,8.55,8.41,7.64,7.17,6.56,6.32,6.09
"Barito Utara, Kab.",ID.KT.BU,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Barito Utara, Kab.",ID.KT.BU,Total Population (in number of people),SP.POP.TOTL,126494,127479,128400,129287,130019,130713,131347
"Barito Utara, Kab.",ID.KT.BU,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Barito Utara, Kab.",ID.KT.BU,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Barito Utara, Kab.",ID.KT.BU,Poverty Rate (in % of population),SI.POV.NAPR.ZS,5.88,5.93,5.38,5.21,5,4.95,5.17
"Gunung Mas, Kab.",ID.KT.GM,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Gunung Mas, Kab.",ID.KT.GM,Total Population (in number of people),SP.POP.TOTL,107467,109947,112484,115054,117457,119910,122345
"Gunung Mas, Kab.",ID.KT.GM,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Gunung Mas, Kab.",ID.KT.GM,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Gunung Mas, Kab.",ID.KT.GM,Poverty Rate (in % of population),SI.POV.NAPR.ZS,6.7,6.17,5.85,5.83,5.1,4.91,4.75
"Kapuas, Kab.",ID.KT.KA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Kapuas, Kab.",ID.KT.KA,Total Population (in number of people),SP.POP.TOTL,344955,348049,351043,353844,356382,358820,361085
"Kapuas, Kab.",ID.KT.KA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Kapuas, Kab.",ID.KT.KA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Kapuas, Kab.",ID.KT.KA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,6.12,6.03,5.7,5.32,5.2,5.09,5.04
